"id","pergunta","resposta","createdAt","updatedAt"
"283","O que uma pá diz para a outra?","Quero mas paz no mundo.","2017-09-02","2017-09-02"
"284","Qual a diferença entre clima e tempo?","Clima é o que está rolando entre a gente, e tempo é o que a gente está perdendo.","2017-09-02","2017-09-02"
"285","Sei pular, mas só uma vez isso farei, quando voltar a cair outra forma terei. O que sou?","Pipoca.","2017-09-02","2017-09-02"
"286","Do que morreu o paraquedista?","De timidez, porque ele fez de tudo, mas o paraquedas não quis se abrir com ele.","2017-09-02","2017-09-02"
"287","Por que o menino sempre deixa o seu óculos na escada?","Porque é óculos de-grau.","2017-09-02","2017-09-02"
"288","O que fizeram no tatu?","Uma tatu-agem.","2017-09-02","2017-09-02"
"289","Qual é o melhor chocolate?","Bom-bom.","2017-09-02","2017-09-02"
"290","Qual o lugar mais quente de uma sala?","O canto, porque ele tem 90 graus.","2017-09-02","2017-09-02"
"291","O que o esqueleto foi fazer no cabeleireiro?","Fazer as costeletas.","2017-09-02","2017-09-02"
"292","A qual profissional se deve pedir ajuda para resolver um problema?","A um químico, poque ele é quem mais conhece soluções.","2017-09-02","2017-09-02"
"293","Gêmeos pequenos e agitados, vizinhos próximos mas separados, que raramente estão desencontrados. O que são?","Os olhos.","2017-09-02","2017-09-02"
"294","Não tem pé, roda, asa, ventre ou nadadeira, mas mesmo sem ser carregada pode dar ao mundo uma volta inteira?","Notícia.","2017-09-02","2017-09-02"
"295","O que o tomate perguntou para a cebola?","Por que todos choram por você e por mim não?","2017-09-02","2017-09-02"
"296","Qual o mês mais novo?","Fevereiro, pois ele só tem 28 dias.","2017-09-02","2017-09-02"
"297","Qual número vai na academia?","O fourteen.","2017-09-02","2017-09-02"
"298","Como ficou o cachorro do Mickey quando ele caiu no buraco?","Ele ficou Pluto.","2017-09-02","2017-09-02"
"299","Como se faz omelete de chocolate?","Com ovos de páscoa.","2017-09-02","2017-09-02"
"300","Em uma corrida de frutas a maçã está ganhando. O que acontece se ela diminuir a velocidade?","A uva passa.","2017-09-02","2017-09-02"
"301","Qual o cachorro que nós todos temos?","O Um-beagle.","2017-09-02","2017-09-02"
"302","Qual presidente que ama tirar fotos?","A Dilma Rous-selfie.","2017-09-02","2017-09-02"
"303","O homem foi para a guerra e perdeu os dois pés. Qual nome do filme?","Os Pés-tinha.","2017-09-02","2017-09-02"
"304","O que acontece se a formiga dormir de mau jeito?","Ela fica com um formigamento.","2017-09-02","2017-09-02"
"305","O que é um pontinho branco na grama?","Uma formiga vestida de noiva.","2017-09-02","2017-09-02"
"306","O que acontece se o Goku se fundir com o Cheetos?","Ele vira um Super Salgadim.","2017-09-02","2017-09-02"
"307","Por que tem uma cama elástica no navio?","Para os tri-pulantes.","2017-09-02","2017-09-02"
"308","Qual é o carro que saiu do forno?","O Kia Soul.","2017-09-02","2017-09-02"
"309","Quem é mais forte, a tartaruga ou o elefante?","A tartaruga, pois ela carrega até a própria casa.","2017-09-02","2017-09-02"
"310","O que nada mas não é peixe, é tem pena mas não voa?","Pinguim.","2017-09-02","2017-09-02"
"311","Qual a profissão que tem mais fãs?","O dentista, pois ele deixa todos de boca aberta.","2017-09-02","2017-09-02"
"312","O que o padre disse na missa quando o cálice caiu das suas mãos várias vezes?","Cálice, cálice, cálice! Você me deixa louco!","2017-09-02","2017-09-02"
"313","O que um boné falou pro outro boné?","Bom né...","2017-09-02","2017-09-02"
"314","O que um gato faz na academia?","Abdomiau.","2017-09-02","2017-09-02"
"315","Por que o coração fica do lado esquerdo do peito?","Porque ele não faz nada direito.","2017-09-02","2017-09-02"
"316","Um caminhão passou e uma penca de banana caiu, 2 viram, 5 pegaram e 32 comeram. O que são eles?","Os 2 olhos viram, 5 dedos pegaram e 32 dentes comeram.","2017-09-02","2017-09-02"
"317","De qual doença morreu o borracheiro?","Pneu-monia.","2017-09-02","2017-09-02"
"318","Qual é o cantor que não é meu?","O Seu Jorge.","2017-09-02","2017-09-02"
"319","O Fandangos estava se afogando. Quem foi ajudar ele?","Ruffles, a batata da onda.","2017-09-02","2017-09-02"
"320","Quantos meses têm 28 dias?","Todos.","2017-09-02","2017-09-02"
"321","Qual o país que distribui cana-de-açúcar?","Cana-dá.","2017-09-02","2017-09-02"
"322","O que tem dentes mas não come, tem barba mas não é homem?","Alho.","2017-09-02","2017-09-02"
"323","Se meia careca tem 84.592 fios de cabelo, uma careca inteira tem quantos?","Nenhum.","2017-09-02","2017-09-02"
"324","Qual herói encerra a oração?","O AquaAmém.","2017-09-02","2017-09-02"
"325","O que o Batman mais gosta de fazer na internet?","Ficar no Bat-papo.","2017-09-02","2017-09-02"
"326","Qual cantor brasileiro tem o pai acima do peso?","Zeca PaiGordinho.","2017-09-02","2017-09-02"
"327","Qual estado do Brasil tem mais sapos?","A-lagoas.","2017-09-02","2017-09-02"
"328","Qual a partícula do átomo não sai de casa?","O elétron-doméstico.","2017-09-02","2017-09-02"
"329","Qual o inseto que quer ser espião?","O mari-Bond.","2017-09-02","2017-09-02"
"330","Qual o inseto que quer ser modelo?","A mari-posa.","2017-09-02","2017-09-02"
"331","Qual o ator que é vazio por dentro?","Francisco Cuoco.","2017-09-02","2017-09-02"
"332","Qual o artista que já fez doces?","O Zeca Baleiro.","2017-09-02","2017-09-02"
"333","De onde nascem os Power Rangers?","Dos EspermatoZord.","2017-09-02","2017-09-02"
"334","Quem sempra casa mas continua solteiro?","O padre.","2017-09-02","2017-09-02"
"335","Um quarto tem quatro cantos, cada canto tem um gato, cada gato vê três gatos. Quantos gatos têm na sala?","Nenhum, porque os gatos estão no quarto e não na sala.","2017-09-02","2017-09-02"
"336","O que tem capa mas não é herói, tem folha mas não é árvore?","Caderno.","2017-09-02","2017-09-02"
"337","O que o Mickey disse quando esbarrou na panela quente?","Mickeymei.","2017-09-02","2017-09-02"
"338","A ajudante da costureira trabalha abrindo as pernas. Qual o nome dela?","Tesoura.","2017-09-02","2017-09-02"
"339","O que mexe para todos os lados, pode ter várias cores, mas não sai do lugar?","Olhos.","2017-09-02","2017-09-02"
"340","Qual é a conta mais segura?","A conta corrente.","2017-09-02","2017-09-02"
"341","O que você dá mas se soubesse não daria?","Um tropeço.","2017-09-02","2017-09-02"
"342","Qual o estado em que os Minions moram?","Minions Gerais.","2017-09-02","2017-09-02"
"343","Qual igreja que os palmeirenses não frequentam?","Igreja Mundial.","2017-09-02","2017-09-02"
"344","Que tipo de crime o Thor geralmente é alvo?","Sequestro relâmpago.","2017-09-02","2017-09-02"
"345","Qual é a bebida preferida do Batman?","Bat-ida","2017-09-02","2017-09-02"
"346","Como o Batman faz para chamar o vizinho?","Ele bat-palma.","2017-09-02","2017-09-02"
"347","Qual o instrumento musical preferido do Batman?","A Bat-eria.","2017-09-02","2017-09-02"
"348","Qual é o doce pelado?","Nú-tella.","2017-09-02","2017-09-02"
"349","Qual é o açúcar mais valioso?","Açúcar Cristal.","2017-09-02","2017-09-02"
"350","Por que o computador foi preso?","Porque ele executou um programa.","2017-09-02","2017-09-02"
"351","Uma criança recém-nascida coloca o ouvido nos seios da mãe. Qual é o nome do filme?","Ouço os peitos.","2017-09-02","2017-09-02"
"352","Quem canta a música ""Eu vou, eu vou, pra casa agora eu vou...""?","Os seis anões, porque um anão é mudo.","2017-09-02","2017-09-02"
"353","Você está em uma sala escura e só tem um fósforo. Existe uma lareira e uma vela, o que você acenderia primeiro?","O fósforo, é claro.","2017-09-02","2017-09-02"
"354","O que Deus faz, o homem desfaz e diz que está fazendo?","A barba.","2017-09-02","2017-09-02"
"355","O que são gases nobres?","São os peidos dos reis.","2017-09-02","2017-09-02"
"356","O que o Batman foi fazer no baile funk?","Ouvir um Bat-dão.","2017-09-02","2017-09-02"
"357","Onde o boi mais sofre?","Na fábrica da Friboi, porque lá Só-Friboi.","2017-09-02","2017-09-02"
"358","Como se diz dengue em japonês?","Moskitu Kemata.","2017-09-02","2017-09-02"
"359","Qual é o único vestido que é proibido no avião?","Tomara que caia.","2017-09-02","2017-09-02"
"360","Qual a fruta mais cara de todas?","Banana ouro.","2017-09-02","2017-09-02"
"361","Qual o ritmo musical preferido dos Flintstones?","Arrocha.","2017-09-02","2017-09-02"
"362","Qual é a capital que vive sorrindo?","Porto Alegre.","2017-09-02","2017-09-02"
"363","Qual o nome da fruta que tem sete letras, mas tirando cinco fica onze?","Abaca-XI.","2017-09-02","2017-09-02"
"364","O que o peixe faz para bater um recorde?","Nada.","2017-09-02","2017-09-02"
"365","O que tem coroa mas não é rei?","A rainha.","2017-09-02","2017-09-02"
"366","Qual o móvel da casa que participa da escala musical?","Solfá.","2017-09-02","2017-09-02"
"367","Quando é que 2 + 2 não é igual a 4?","Quando a conta está errada.","2017-09-02","2017-09-02"
"368","O que é um cantor com um livro?","É o John Lennon.","2017-09-02","2017-09-02"
"369","Qual é o tipo de mensagem enviada pelo Thor?","O Thorpedo.","2017-09-02","2017-09-02"
"370","O que um bom navegador faz quando o barco afunda?","Nada.","2017-09-02","2017-09-02"
"371","O que serve para andar, mas não anda?","A calçada.","2017-09-02","2017-09-02"
"372","Qual o nome do japonês que morreu?","Okimataro.","2017-09-02","2017-09-02"
"373","Qual é a comida que não é feita para se comer?","Pavê.","2017-09-02","2017-09-02"
"374","Qual é a palavra de 8 letras que tirando 2 ficam 15?","Quinzena.","2017-09-02","2017-09-02"
"375","O que aconteceu quando a guerra se olhou no espelho?","A guerra se viu.","2017-09-02","2017-09-02"
"376","Qual é a roupa que sempre está aberta?","Ex-tampada.","2017-09-02","2017-09-02"
"377","O que é que fica dentro da gaiola, tem três asas, mas não é ave?","Ventilador.","2017-09-02","2017-09-02"
"378","Onde se predomina a caatinga?","No sovaco.","2017-09-02","2017-09-02"
"379","O que está na sua frente mas você não vê?","O futuro.","2017-09-02","2017-09-02"
"380","O que é que o mudo ganhou de presente de Natal?","Não sei, ele ainda não me contou.","2017-09-02","2017-09-02"
"381","O que os números 2,10,12,16,18 e 19, têm em comum?","A letra D.","2017-09-02","2017-09-02"
"382","Qual é a comida mais brava do mundo?","A pamonha, porque ela tem quer ser amarada para ir para panela.","2017-09-02","2017-09-02"
"383","Por que antes de atravessar a rua a gente primeiro olha pra um lado e depois pro outro?","Porque não dá pra olhar para os dois ao mesmo tempo.","2017-09-02","2017-09-02"
"384","O que o catchup disse para a mostarda?","É nois nas fritas.","2017-09-02","2017-09-02"
"385","O que é um pontinho preto no livro?","Uma formiga querendo entrar pra história.","2017-09-02","2017-09-02"
"386","Qual o doce favorito do Thor?","A Thortuguita.","2017-09-02","2017-09-02"
"387","Qual é o único documento que temos e não conseguimos ver?","O atestado de óbito.","2017-09-02","2017-09-02"
"388","Qual é o papel favorito dos Minions?","Papel alu-minion.","2017-09-02","2017-09-02"
"389","O que a árvore falou para a outra árvore?","Nos deixaram aqui plantadas.","2017-09-02","2017-09-02"
"390","O que as meninas fazem após completar 18 anos?","19 anos.","2017-09-02","2017-09-02"
"391","São sete irmãos, cinco foram na feira, quais ficaram?","Sábado e Domingo.","2017-09-02","2017-09-02"
"392","O que o homem tem do joelho para cima, é duro e balança?","O braço.","2017-09-02","2017-09-02"
"393","O que sobe e desce sem sair do lugar?","A escada.","2017-09-02","2017-09-02"
"394","Qual é a fruta que é amiga de todos?","A uva ""parça"".","2017-09-02","2017-09-02"
"395","O que um ovo falou para o outro ovo?","Estou chocado.","2017-09-02","2017-09-02"
"396","O que é inteiro mas tem nome de metade?","Meia.","2017-09-02","2017-09-02"
"397","O que a Wikipédia falou para o Chrome?","Se correr Wikipédia, se ficar o Google Chrome.","2017-09-02","2017-09-02"
"398","Um homem estava andando pela floresta, quando avistou 3 animais, um urso maluco, um macaco raivoso e uma onça morta de fome. Por onde ele deveria passar?","Pela onça, porque ela está morta.","2017-09-02","2017-09-02"
"399","Qual a capital que chama as pessoas no portão?","Palmas.","2017-09-02","2017-09-02"
"400","Por que é fácil ganhar no ""pedra, papel e tesoura"" na cracolândia?","Porque lá eles sempre escolhem pedra.","2017-09-02","2017-09-02"
"401","O que o menino sem mãos recebeu no Natal?","Não sei, ele ainda está tentando abrir.","2017-09-02","2017-09-02"
"402","O que tem 4 patas quando novo, 2 patas quando adulto e 3 patas quando velho?","O bebê engatinhando, o adulto andando e velho com bengala.","2017-09-02","2017-09-02"
"403","Qual o instrumento que dá gritos?","A gritarra.","2017-09-02","2017-09-02"
"404","Qual é a capital que sempre ganha?","Vitória.","2017-09-02","2017-09-02"
"405","Qual é a capital que enxerga bem?","Boa Vista.","2017-09-02","2017-09-02"
"406","Por que o Chile é um saco?","Porque fica embaixo do Peru.","2017-09-02","2017-09-02"
"407","Quando eu entro você sai, quando eu saio você entra; um é bom pra enxergar e o outro nem inventa; mas são duas almas gêmeas, um ao outro complementa; o que são?","O dia e a noite.","2017-09-02","2017-09-02"
"408","Qual é a evolução do James Bond?","Super Bonder.","2017-09-02","2017-09-02"
"409","Qual é o escritor que trabalha com o lenhador?","Machado de Assis","2017-09-02","2017-09-02"
"410","Que é o país preferido da ovelha?","A Béééélgica","2017-09-02","2017-09-02"
"411","O que é que se pega pelo corpo e fala na cabeça?","Microfone.","2017-09-02","2017-09-02"
"412","Qual é o alimento do índio que encerra a oração?","O AmenDoIndio.","2017-09-02","2017-09-02"
"413","Qual a hora que o relógio não marca?","A hora H.","2017-09-02","2017-09-02"
"414","Onde os Minions moram?","Em Condo-Minions.","2017-09-02","2017-09-02"
"415","O que tem boca mas não come, o que tem leito mas não dorme, o que tem corrente mas não é preso?","O rio.","2017-09-02","2017-09-02"
"416","Por que a mãe colocou o nome do filho de matemática?","Porque ele só dava problemas.","2017-09-02","2017-09-02"
"417","Por que a barata gostou do passeio?","Porque foi um barato.","2017-09-02","2017-09-02"
"418","Por que o Roberto Carlos é chamado de rei?","Porque no show dele só vai coroa.","2017-09-02","2017-09-02"
"419","Qual é o país que cabe dentro da geladeira?","Peru.","2017-09-02","2017-09-02"
"420","O que o burro e a mula tem em comum?","Ambos são filhos de uma égua.","2017-09-02","2017-09-02"
"421","O que no masculino conduz água e no feminino produz açúcar?","Cano e cana.","2017-09-02","2017-09-02"
"422","Onde a quarta-feira vem antes da terça-feira?","No dicionário.","2017-09-02","2017-09-02"
"423","O que tem cara mas não é homem, tem coroa mas não é rei?","Moeda.","2017-09-02","2017-09-02"
"424","O que fica no meio do mato com o guarda-chuva aberto?","O cogumelo.","2017-09-02","2017-09-02"
"425","Por que os biscoitos de água e sal não são feitos só de água e sal?","Porque senão o mar seria um biscoitão.","2017-09-02","2017-09-02"
"426","O que é varinha de condão e ao tocar numa caixinha faz luz na escuridão?","O palito de fósforo.","2017-09-02","2017-09-02"
"427","Um menino perdeu um pé em uma armadilha de urso. Após levá-lo ao hospital a família, pensando na possibilidade de reimplante, voltou ao local para procurar o pé. Qual o nome do filme?","A Família Busca Pé.","2017-09-02","2017-09-02"
"428","Qual o doce preferido do Freddy Krueger?","Sonho.","2017-09-02","2017-09-02"
"429","Se um astronauta matar outro astronauta na Lua, ele pode ser preso?","Não, porque é um crime com pouca gravidade.","2017-09-02","2017-09-02"
"430","O que você sabe que nunca vai achar?","O que você nunca perdeu.","2017-09-02","2017-09-02"
"431","O que tem 4 patas e voa?","Um casal de passarinhos.","2017-09-02","2017-09-02"
"432","O que atravessa o rio e não se molha?","A ponte.","2017-09-02","2017-09-02"
"433","O que todo mundo precisa, todo mundo pede, todo mundo dá, mas ninguém segue?","Conselho.","2017-09-02","2017-09-02"
"434","O que tem pescoço mas não tem cabeça?","Garrafa.","2017-09-02","2017-09-02"
"435","O que é que o padre tem uma, o papa tem duas e Jesus nenhuma?","A letra P.","2017-09-02","2017-09-02"
